Nose,Center of Chest,right shoulder,right elbow,right wrist,left shoulder,left elbow,left wrist,right hip,right knee,right ankle,left hip,left knee,right ankle,right eye,left eye,right ear,left ear,time
"0,0,0","-0.324,-0.007,0.448","0,0,0","0,0,0","0,0,0","-0.272,0.035,0.625","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.238,-0.201,0.524","-0.218,-0.209,0.559","-0.329,-0.186,0.484","0,0,0",1627598329.5776799
"0,0,0","-0.321,-0.007,0.443","0,0,0","0,0,0","0,0,0","-0.27,0.035,0.62","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.231,-0.2,0.521","-0.215,-0.205,0.563","-0.32,-0.183,0.477","0,0,0",1627598329.7371337
"0,0,0","-0.319,-0.007,0.436","0,0,0","0,0,0","0,0,0","-0.267,0.035,0.614","-0.186,0.234,0.683","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.229,-0.198,0.515","-0.209,-0.204,0.561","-0.318,-0.182,0.474","0,0,0",1627598329.9012456
"-0.194,-0.161,0.533","-0.314,-0.007,0.434","0,0,0","0,0,0","0,0,0","-0.264,0.034,0.607","-0.194,0.236,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.223,-0.196,0.511","-0.206,-0.201,0.565","-0.315,-0.181,0.47","0,0,0",1627598330.0605912
"-0.193,-0.16,0.53","-0.31,-0.007,0.434","0,0,0","0,0,0","0,0,0","-0.261,0.035,0.614","-0.195,0.237,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.222,-0.19,0.508","-0.203,-0.199,0.558","-0.313,-0.18,0.467","0,0,0",1627598330.2218843
"-0.188,-0.155,0.531","0,0,0","0,0,0","0,0,0","0,0,0","-0.259,0.04,0.609","-0.193,0.235,0.685","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.19,0.507","-0.201,-0.196,0.552","-0.306,-0.174,0.463","0,0,0",1627598330.3759272
"-0.188,-0.155,0.531","-0.311,-0.007,0.435","0,0,0","0,0,0","0,0,0","-0.259,0.04,0.61","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.217,-0.185,0.508","-0.2,-0.19,0.55","-0.305,-0.173,0.462","0,0,0",1627598330.5253115
"-0.188,-0.155,0.53","-0.309,-0.007,0.433","0,0,0","0,0,0","0,0,0","-0.259,0.04,0.61","-0.192,0.234,0.681","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.215,-0.189,0.505","-0.2,-0.19,0.55","-0.304,-0.168,0.461","0,0,0",1627598330.6761334
"-0.187,-0.154,0.529","-0.309,-0.007,0.433","-1.514,-0.137,1.572","0,0,0","0,0,0","-0.259,0.04,0.609","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.215,-0.189,0.505","-0.202,-0.188,0.542","-0.304,-0.172,0.46","0,0,0",1627598330.9462981
"-0.187,-0.154,0.529","0,0,0","0,0,0","0,0,0","0,0,0","-0.259,0.04,0.609","-0.143,0.185,0.524","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.184,0.506","-0.201,-0.191,0.551","-0.304,-0.168,0.46","0,0,0",1627598331.1477504
"-0.187,-0.154,0.529","-0.309,-0.007,0.433","0,0,0","0,0,0","0,0,0","-0.26,0.04,0.611","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.215,-0.188,0.504","-0.2,-0.19,0.55","-0.308,-0.168,0.46","0,0,0",1627598331.4193065
"-0.187,-0.154,0.529","-0.31,-0.007,0.434","0,0,0","0,0,0","0,0,0","-0.26,0.035,0.612","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.215,-0.184,0.505","-0.201,-0.191,0.551","-0.307,-0.172,0.459","0,0,0",1627598331.5743194
"-0.187,-0.154,0.529","-0.309,-0.007,0.433","0,0,0","0,0,0","0,0,0","-0.259,0.04,0.61","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.215,-0.188,0.504","-0.199,-0.19,0.548","-0.304,-0.168,0.46","0,0,0",1627598331.7148702
"-0.188,-0.155,0.53","0,0,0","0,0,0","0,0,0","0,0,0","-0.259,0.04,0.61","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.215,-0.188,0.504","-0.199,-0.19,0.548","-0.304,-0.168,0.46","0,0,0",1627598331.9779246
"-0.187,-0.154,0.529","-0.31,-0.007,0.434","0,0,0","0,0,0","0,0,0","-0.262,0.04,0.602","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.184,0.506","-0.2,-0.19,0.55","-0.304,-0.168,0.46","0,0,0",1627598332.1377852
"-0.188,-0.155,0.53","-0.31,-0.007,0.434","0,0,0","0,0,0","0,0,0","-0.262,0.034,0.603","-0.187,0.235,0.686","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.184,0.506","-0.2,-0.19,0.55","-0.308,-0.168,0.46","0,0,0",1627598332.2853634
"-0.187,-0.154,0.529","-0.311,-0.007,0.435","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.605","-0.189,0.237,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.219,-0.188,0.502","-0.202,-0.192,0.554","-0.304,-0.168,0.46","0,0,0",1627598332.5445936
"-0.187,-0.154,0.529","-0.311,-0.011,0.435","0,0,0","0,0,0","0,0,0","-0.264,0.034,0.607","-0.189,0.238,0.693","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.189,0.506","-0.202,-0.192,0.554","-0.304,-0.168,0.46","0,0,0",1627598332.7188501
"-0.188,-0.15,0.53","-0.311,-0.007,0.435","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.606","-0.195,0.237,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.217,-0.185,0.508","-0.202,-0.192,0.554","-0.303,-0.172,0.459","0,0,0",1627598332.8730874
"-0.187,-0.154,0.529","-0.309,-0.007,0.433","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.605","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.219,-0.188,0.503","-0.202,-0.198,0.555","-0.307,-0.172,0.459","0,0,0",1627598333.0583937
"-0.187,-0.154,0.528","-0.309,-0.007,0.433","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.605","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.219,-0.188,0.503","-0.202,-0.192,0.554","-0.307,-0.172,0.459","0,0,0",1627598333.3206954
"-0.19,-0.158,0.523","-0.309,-0.007,0.432","0,0,0","0,0,0","0,0,0","-0.258,0.04,0.608","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.219,-0.188,0.502","-0.202,-0.198,0.555","-0.306,-0.171,0.457","0,0,0",1627598333.580223
"-0.189,-0.158,0.507","-0.311,-0.011,0.435","0,0,0","0,0,0","0,0,0","-0.26,0.035,0.612","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.222,-0.192,0.49","-0.203,-0.194,0.532","-0.318,-0.171,0.457","0,0,0",1627598333.7354531
"-0.198,-0.157,0.476","-0.313,-0.011,0.432","0,0,0","0,0,0","0,0,0","-0.264,0.034,0.607","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.237,-0.2,0.466","-0.204,-0.196,0.524","-0.337,-0.177,0.461","0,0,0",1627598333.9033816
"-0.206,-0.162,0.455","-0.311,-0.011,0.435","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.606","-0.199,0.234,0.682","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.248,-0.199,0.456","-0.208,-0.195,0.508","-0.347,-0.173,0.462","0,0,0",1627598334.132375
"-0.206,-0.162,0.454","-0.312,-0.006,0.431","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.605","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.247,-0.203,0.454","-0.21,-0.197,0.503","-0.339,-0.172,0.458","0,0,0",1627598334.3008223
"-0.205,-0.165,0.452","-0.313,-0.007,0.432","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.605","-0.198,0.232,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.246,-0.202,0.453","-0.209,-0.197,0.502","-0.346,-0.173,0.461","0,0,0",1627598334.4807248
"-0.205,-0.164,0.451","-0.313,-0.007,0.432","0,0,0","0,0,0","0,0,0","-0.264,0.034,0.607","-0.199,0.233,0.68","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.25,-0.201,0.451","-0.209,-0.197,0.502","-0.347,-0.173,0.462","0,0,0",1627598334.6480975
"-0.205,-0.164,0.451","-0.313,-0.011,0.432","0,0,0","0,0,0","0,0,0","-0.264,0.034,0.608","-0.199,0.234,0.682","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.25,-0.202,0.452","-0.21,-0.197,0.503","-0.346,-0.173,0.461","0,0,0",1627598334.8239532
"-0.208,-0.164,0.451","-0.313,-0.011,0.433","0,0,0","0,0,0","0,0,0","-0.265,0.035,0.609","-0.2,0.235,0.684","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.25,-0.202,0.452","-0.21,-0.197,0.503","-0.347,-0.173,0.462","0,0,0",1627598334.995421
"-0.208,-0.164,0.451","-0.313,-0.011,0.432","0,0,0","0,0,0","0,0,0","-0.265,0.035,0.609","-0.204,0.227,0.68","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.25,-0.202,0.452","-0.21,-0.197,0.503","-0.347,-0.173,0.462","0,0,0",1627598335.1585548
"-0.206,-0.162,0.454","-0.313,-0.011,0.433","0,0,0","0,0,0","0,0,0","-0.263,0.034,0.606","-0.2,0.228,0.684","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.25,-0.201,0.451","-0.209,-0.197,0.502","-0.347,-0.173,0.462","0,0,0",1627598335.32715
"-0.205,-0.161,0.452","-0.311,-0.011,0.435","0,0,0","0,0,0","0,0,0","-0.261,0.035,0.613","-0.2,0.228,0.685","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.25,-0.201,0.451","-0.209,-0.197,0.502","-0.341,-0.172,0.46","0,0,0",1627598335.6374986
"-0.206,-0.161,0.453","-0.313,-0.011,0.432","0,0,0","0,0,0","0,0,0","-0.264,0.034,0.607","-0.199,0.234,0.682","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.25,-0.202,0.452","-0.206,-0.197,0.504","-0.341,-0.172,0.46","0,0,0",1627598335.895923
"-0.205,-0.161,0.452","-0.312,-0.011,0.431","0,0,0","0,0,0","0,0,0","-0.263,0.04,0.605","-0.194,0.236,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.246,-0.202,0.453","-0.205,-0.197,0.502","-0.341,-0.172,0.46","0,0,0",1627598336.3852804
"-0.203,-0.163,0.456","-0.313,-0.011,0.432","0,0,0","0,0,0","0,0,0","-0.264,0.034,0.607","-0.195,0.237,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.246,-0.202,0.453","-0.206,-0.197,0.503","-0.341,-0.172,0.46","0,0,0",1627598336.5456705
